	A_rep1	A_rep2	A_rep3	B_rep1	B_rep2	B_rep3
PLXND1	187	165	208	860	770	1100
PM20D2	648	650	1175	316	310	372
PMAIP1	458	486	991	416	417	530
PMCH	4	2	8	2	1	2
PMEL	83	75	113	42	63	87
PMEPA1	1275	1118	1619	93885	85077	117559
PMF1	665	589	826	678	641	760
PMFBP1	132	82	174	127	121	173
PML	3332	2847	3825	4379	3994	6058
PMM1	1359	1133	1788	1860	1658	2423
PMM2	2096	1907	3107	2853	2756	3710
PMP22	85	69	110	959	889	1130
PMPCA	5908	5016	7748	4904	4579	6795
PMPCB	3322	3166	6115	3144	3118	4150
PMS1	806	762	1552	1093	1073	1225
PMS2	746	687	1300	471	480	683
PMS2CL	143	141	238	156	145	199
PMS2L2	11	9	5	6	7	8
PMS2P1	283	253	506	271	310	350
PMS2P3	67	63	109	99	96	134
PMS2P4	35	24	65	50	56	55
PMS2P5	88	56	117	61	75	71
PMVK	1132	1016	1612	780	715	989
PNCK	5	5	4	3	10	2
PNISR	5810	5377	9876	6566	6433	7888
PNKD	2001	1599	2620	1828	1738	2478
PNKP	1034	910	1463	1403	1248	1896
PNLDC1	4	2	2	20	20	19
PNLIPRP3	762	777	1508	70	63	73
PNMA1	1165	1059	1697	3071	2963	4109
PNMA2	1	1	0	7	6	4
PNMAL2	0	1	2	11	12	17
PNMT	1	0	0	7	6	7
PNN	5998	5289	10227	8925	8515	10370
PNO1	1155	1057	1981	1214	1234	1543
PNP	3202	2742	4482	10053	9678	13015
PNPLA2	4219	3269	4241	4242	3440	5313
PNPLA3	326	270	414	240	256	314
PNPLA4	1248	1151	1812	940	877	1244
PNPLA6	2763	2250	3007	3755	3322	5204
PNPLA7	51	57	85	60	55	70
PNPLA8	1787	1721	3195	2131	2173	2617
PNPO	2820	2458	4282	1460	1369	1690
PNPT1	1711	1621	3492	1641	1608	1942
PNRC1	3390	3195	5428	2443	2354	3247
PNRC2	4222	4231	8070	5352	5297	6060
POC1A	1189	1004	1656	1143	1107	1580
POC1B	554	562	1102	554	516	629
POC5	796	750	1522	842	793	995
PODNL1	87	62	92	501	442	660
PODXL	761	639	1054	4356	4209	5667
PODXL2	134	113	164	145	111	169
POF1B	1292	1243	2386	191	203	271
POFUT1	5451	4843	8161	10993	10686	14861
POFUT2	1003	774	1264	2957	2635	3825
POGK	2523	2145	3711	3085	2789	3938
POGLUT1	792	783	1401	963	912	1105
POGZ	2456	2069	3876	3304	3056	4049
POLA1	1424	1341	2279	1129	1180	1479
POLA2	1129	1083	1690	2168	2059	2811
POLB	808	797	1378	760	844	1113
POLD1	2638	2216	2949	4008	3543	5638
POLD2	7761	6422	9650	10861	10136	13975
POLD3	1145	1063	1935	1993	1910	2345
POLD4	1638	1369	2084	3152	2935	4291
POLDIP2	5274	4462	7171	5005	4755	6307
POLDIP3	5097	4476	6841	5766	5573	7424
POLE	2580	2304	3788	3960	3590	5265
POLE2	341	344	594	564	551	661
POLE3	7146	6216	10640	8258	7880	9503
POLE4	1450	1252	1821	1942	1739	2236
POLG	2255	1899	2960	3467	3206	4771
POLG2	301	254	485	293	291	375
POLH	1083	1029	1829	894	885	1198
POLI	482	508	969	811	759	943
POLK	936	882	1922	1271	1288	1498
POLL	1151	964	1523	956	875	1266
POLM	1010	843	1251	8307	7559	11203
POLN	44	28	99	71	84	71
POLQ	1311	1162	2293	1032	1087	1238
POLR1A	2471	2196	3195	2338	2258	3187
POLR1B	1801	1686	2733	1057	1066	1421
POLR1C	1427	1291	2179	1285	1247	1654
POLR1D	6720	6077	10528	4062	4037	5090
POLR1E	3042	2754	4869	2225	2191	2769
POLR2A	14714	11604	17052	12873	11231	15740
POLR2B	5675	5397	9715	5691	5686	6776
POLR2C	2264	2057	3426	3541	3553	4597
POLR2D	1371	1318	2285	1423	1361	1881
POLR2E	7874	6504	9271	8714	8067	11563
POLR2F	2115	1784	2570	2725	2521	3389
POLR2G	2267	2062	3574	3172	3116	4251
POLR2H	2163	1827	3143	1658	1610	2270
POLR2I	761	647	993	1031	936	1288
POLR2J	863	756	1150	1196	1069	1471
POLR2J2	17	6	16	6	12	56
POLR2J3	76	62	105	88	71	106
POLR2J4	283	287	456	350	256	408
POLR2K	1626	1583	2951	2537	2549	2963
POLR2L	7176	5549	8255	7760	6908	10216
POLR2M	577	529	858	571	539	763
POLR3A	1848	1634	2697	2646	2652	3596
POLR3B	989	907	1618	487	473	664
POLR3C	1259	1122	2015	1572	1617	2074
POLR3D	1169	986	1530	1887	1673	2446
POLR3E	1819	1629	2493	1521	1433	2124
POLR3F	690	660	1307	1085	1084	1336
POLR3G	483	481	904	699	753	788
POLR3GL	749	657	1168	1231	1187	1423
POLR3H	1411	1264	1917	1597	1448	2086
POLR3K	507	439	740	676	628	854
POLRMT	1363	1193	1471	2177	1783	2867
POM121	1828	1353	2207	1891	1629	2413
POM121C	1676	1382	2039	1554	1414	1961
POM121L10P	3	1	12	4	5	3
POM121L1P	1	5	7	4	7	6
POM121L9P	1	4	1	2	2	3
POMGNT1	4008	3392	5402	4387	4097	5812
POMP	2551	2464	5147	7380	7721	8017
POMT1	1347	1110	1746	1397	1323	1991
POMT2	1090	956	1517	1852	1667	2351
POMZP3	96	87	144	120	108	158
PON2	2214	2260	4259	4000	4032	4682
POP1	1140	1038	1717	1091	1128	1478
POP4	1444	1348	2174	1816	1812	2196
POP5	1214	1036	1719	1163	1169	1428
POP7	1357	1133	1683	1772	1605	2286
POPDC2	15	18	36	37	24	30
POPDC3	326	328	635	1283	1164	1392
POR	3411	2771	4126	2269	2116	3209
PORCN	1022	839	1204	4104	3661	5386
POSTN	0	0	1	347	368	390
POT1	1032	1020	1861	1319	1403	1624
POTEE	7	7	10	20	13	23
POTEF	18	11	9	17	14	67
POTEM	7	7	13	11	7	10
POU2F1	942	888	1570	961	928	1130
POU2F2	3	2	6	221	242	320
POU2F3	34	33	43	2	1	1
POU3F1	5	5	15	5	2	0
POU4F3	3	4	2	10	9	14
POU5F1	35	32	63	42	45	61
POU5F1B	7	8	20	6	7	8
POU5F1P3	5	8	7	14	17	14
POU5F1P4	4	0	1	1	4	1
POU6F1	84	55	109	184	182	238
PP14571	18	15	24	5	2	7
PP2D1	10	10	22	27	25	24
PP7080	1174	999	1695	1286	1237	1840
PPA1	5057	4899	9116	3543	3597	4318
PPA2	2913	2826	5238	2164	2063	2635
PPAN	122	83	121	90	86	107
PPAP2A	660	525	867	399	402	562
PPAP2B	278	269	404	404	418	545
PPAP2C	60	43	67	95	92	152
PPAPDC1A	1	1	0	261	224	319
PPAPDC1B	443	392	803	1546	1471	1836
PPAPDC2	1068	977	1728	1294	1228	1611
PPARA	858	765	1536	1425	1372	1947
PPARD	4570	3622	5633	6127	5446	8407
PPARG	320	281	529	271	253	327
PPARGC1A	1369	1224	2165	27	19	21
PPARGC1B	2295	1942	3406	437	396	522
PPAT	885	912	1511	907	942	1103
PPBP	1	0	0	14	20	9
PPCDC	458	364	648	528	514	757
PPCS	1759	1786	3094	1904	1743	2344
PPDPF	13576	10671	12533	13319	11200	18492
PPEF1	6	2	2	0	2	0
PPEF2	0	1	1	5	5	2
PPFIA1	2494	2309	3881	3553	3357	4472
PPFIA3	542	439	629	389	336	478
PPFIA4	66	73	114	208	235	338
PPFIBP1	2910	2713	5320	2577	2458	2984
PPFIBP2	945	805	1358	21	12	23
PPHLN1	2172	2172	4103	2843	2897	3499
PPIA	17796	12093	28768	17710	12785	15103
PPIAL4G	31	60	92	46	54	56
PPIB	3969	3604	6521	7993	8001	11241
PPIC	1852	1604	2874	2892	2537	3481
PPID	1467	1432	2840	1940	1907	2379
PPIE	2111	1944	3244	3176	3099	4094
PPIEL	13	24	39	66	61	59
PPIF	4806	4189	6938	4140	3973	5628
PPIG	3910	3470	6387	3951	3936	4284
PPIH	1674	1512	2719	2061	2068	2531
PPIL1	1827	1677	3217	2737	2638	3444
PPIL2	2552	2260	3658	2715	2632	3828
PPIL3	988	960	1881	1272	1288	1501
PPIL4	1131	1159	2030	1429	1370	1698
PPIL6	49	43	89	23	27	39
PPIP5K1	1696	1522	2667	680	653	846
PPIP5K2	1900	1874	3320	1978	2053	2241
PPL	35999	30065	44494	111	99	135
PPM1A	1566	1460	2643	2108	2190	2553
PPM1B	1396	1343	2500	1506	1496	1805
PPM1D	380	369	629	384	348	413
PPM1E	9	9	14	9	16	13
PPM1F	1325	1128	1525	2875	2587	3797
PPM1G	7437	6257	10461	8956	8469	11224
PPM1H	0	0	0	4	6	4
PPM1J	142	164	193	92	89	132
PPM1K	220	215	409	497	527	649
PPM1L	138	120	140	9	19	29
PPM1M	198	187	268	684	609	732
PPM1N	62	72	122	52	73	61
PPME1	3275	2768	4538	2690	2489	3595
PPOX	391	343	494	584	527	761
PPP1CA	7107	6119	9192	7719	6874	10089
PPP1CB	6479	6254	12044	7557	7794	8286
PPP1CC	6178	5927	11140	5093	5293	5940
PPP1R10	4317	3697	5771	4249	3982	5978
PPP1R11	3389	3028	4912	4527	4439	5714
PPP1R12A	2836	2686	4605	3557	3703	4349
PPP1R12B	1136	948	1696	933	894	1130
PPP1R12C	2262	1922	2773	4607	4201	5890
PPP1R13B	1391	1162	1877	1140	1089	1463
PPP1R13L	7857	6257	7858	8910	7592	12431
PPP1R14B	4278	3726	4765	6366	5670	8146
PPP1R14C	1892	1823	3309	3066	2968	3669
PPP1R15A	5886	5136	8218	7206	6656	8841
PPP1R15B	3022	2614	5219	2108	2019	2451
PPP1R16A	993	827	1115	1127	921	1434
PPP1R16B	71	75	107	0	3	1
PPP1R18	6116	4858	7837	12899	11903	16768
PPP1R1C	39	38	65	13	11	19
PPP1R2	1237	1149	2078	1547	1503	1749
PPP1R21	656	683	1194	803	713	933
PPP1R26	1047	890	1275	1779	1698	2402
PPP1R2P3	121	94	193	183	143	153
PPP1R32	26	19	27	82	79	110
PPP1R35	579	467	682	715	600	848
PPP1R36	5	5	7	19	17	15
PPP1R37	1897	1534	2012	1862	1607	2472
PPP1R3B	208	157	401	736	755	952
PPP1R3C	93	73	134	283	287	318
PPP1R3D	313	267	529	281	257	325
PPP1R3E	243	207	339	388	392	483
PPP1R3F	66	67	80	118	89	155
PPP1R3G	8	7	12	9	18	19
PPP1R42	0	0	3	2	8	3
PPP1R7	2371	2155	3934	3057	3023	3836
PPP1R8	2254	1970	3468	2867	2687	3581
PPP1R9B	3089	2636	3779	4086	3637	5329
PPP2CA	7394	7059	13217	11311	11240	13899
PPP2CB	2804	2784	4931	4251	4255	5472
PPP2R1A	10497	8643	12844	13115	12076	17437
PPP2R1B	1306	1207	2390	1428	1448	1814
PPP2R2A	3592	3296	6204	3361	3244	4017
PPP2R2B	0	1	1	8	6	8
PPP2R2C	23	20	44	1061	1014	1445
PPP2R2D	1596	1453	2292	1805	1651	2306
PPP2R3A	904	902	1741	959	918	1089
PPP2R3C	499	481	1050	924	1020	1067
PPP2R4	9432	7985	12697	10168	9667	13193
PPP2R5A	1349	1280	2330	730	768	855
PPP2R5B	923	726	1121	1540	1330	1987
PPP2R5C	5812	5468	9935	5454	5276	6709
PPP2R5D	5166	4383	7175	5323	5029	7130
PPP2R5E	1567	1452	2674	1672	1616	1964
PPP3CA	2887	2652	4829	3131	3049	3671
PPP3CB	1631	1473	2915	1787	1798	2142
PPP3CC	800	774	1189	1004	956	1266
PPP3R1	2438	2453	4453	3295	3342	4178
PPP3R2	0	0	4	3	2	3
PPP4C	3812	3323	4705	4787	4480	6412
PPP4R1	4578	4406	7993	6178	6242	8025
PPP4R1L	218	168	343	662	745	953
PPP4R2	822	827	1552	1130	1146	1292
PPP4R4	297	291	620	258	242	287
PPP5C	4847	4047	6112	7159	6678	10178
PPP5D1	11	8	10	15	15	18
PPP6C	3778	3498	6385	3599	3530	4133
PPP6R1	4649	3899	5684	6499	5736	8056
PPP6R2	2682	2216	3407	3198	2909	4214
PPP6R3	4935	4500	7968	4687	4583	5413
PPRC1	5138	4387	6680	4677	4230	6305
PPT1	5161	4609	8479	5408	5134	6591
PPT2	284	268	481	514	549	631
PPT2-EGFL8	0	2	2	3	3	11
PPTC7	4771	4454	7605	1396	1354	1731
PPWD1	1517	1451	2849	2077	2103	2493
PPYR1	10	6	22	17	28	35
PQBP1	1783	1387	2402	1798	1670	2453
PQLC1	1612	1322	1783	2505	2222	3314
PQLC2	405	324	440	1022	847	1332
PQLC3	519	448	829	411	378	485
PRADC1	868	766	1109	654	609	876
PRAF2	994	801	1196	2172	1903	2689
PRAM1	5	0	9	3	1	3
PRB3	8	11	13	7	4	6
PRC1	7606	6772	12676	6068	5981	7901
PRCC	2728	2307	3620	2672	2557	3331
PRCD	22	15	27	135	109	224
PRCP	3027	2833	4889	2741	2708	3443
PRDM1	240	219	358	491	441	678
PRDM10	722	708	1091	827	816	990
PRDM11	227	171	278	266	259	374
PRDM12	2	4	9	2	3	6
PRDM15	638	568	960	700	689	978
PRDM2	2082	1910	3241	3888	3718	4772
PRDM4	2361	2021	3314	2890	2827	3845
PRDM5	42	46	55	128	124	172
PRDM6	14	19	23	63	53	75
PRDM8	79	66	93	356	325	507
PRDX1	13264	12247	22843	12480	12241	15579
PRDX2	10952	9292	13413	6808	6280	9713
PRDX3	5339	4963	9523	4463	4475	5534
PRDX4	2572	2363	4089	3916	3888	5111
PRDX5	15923	13733	21043	9882	9399	12896
PRDX6	12523	11671	20449	8561	8679	11170
PREB	1822	1681	2397	2914	2793	3881
PRELID1	1496	1165	2002	2181	1985	2695
PRELID2	259	213	458	261	267	298
PRELP	0	0	3	5	2	6
PREP	3551	3346	5721	4406	4249	6013
PREPL	2111	2054	3522	1631	1672	1932
PREX1	96	71	108	391	365	516
PRH1-PRR4	17	13	33	28	26	30
PRH2	9	6	14	7	13	15
PRICKLE1	764	659	1211	40	31	43
PRICKLE2	337	337	622	1534	1466	1779
PRICKLE2-AS1	1	1	4	10	13	14
PRICKLE3	1497	1282	1542	705	648	929
PRICKLE4	777	668	1057	176	139	217
PRIM1	819	719	1613	927	918	1107
PRIM2	718	719	1415	899	904	1099
PRIMA1	50	46	69	62	56	88
PRKAA1	4018	3909	7572	5002	5136	5947
PRKAB1	1290	1068	1744	1480	1347	1859
PRKAB2	1838	1802	3146	2750	2683	3368
PRKACA	3817	3289	5332	3340	3035	4240
PRKACB	360	323	693	1263	1306	1557
PRKAG1	4517	4236	7427	3667	3621	4693
PRKAG2	1334	1142	2084	753	743	944
PRKAG2-AS1	110	106	188	8	6	11
PRKAR1A	12228	11224	19718	12960	12386	15764
PRKAR1B	1264	1015	1523	978	831	1219
PRKAR2A	1103	1009	1769	1149	1070	1370
PRKAR2B	1	3	3	8	8	7
PRKCA	2756	2592	4396	3708	3531	4459
PRKCD	2082	1834	2906	1622	1480	2241
PRKCDBP	1252	1000	1311	4764	4017	5727
PRKCE	623	520	895	269	259	323
PRKCG	1	1	2	4	5	9
PRKCH	1301	1142	2023	365	347	456
PRKCI	1890	1856	4032	2107	2200	2605
PRKCQ	140	127	227	367	341	475
PRKCQ-AS1	119	134	218	210	226	295
PRKCSH	12792	10871	15735	15362	14074	21559
PRKCZ	1127	1022	1554	740	703	1033
PRKD1	114	97	181	410	388	520
PRKD2	2451	2078	2796	2246	2010	2899
PRKD3	1623	1523	2794	2759	2765	3212
PRKDC	12393	11266	19351	13076	12674	16151
PRKG1	6	9	5	14	11	14
PRKG1-AS1	2	6	4	11	17	14
PRKG2	54	40	90	32	29	39
PRKRA	1303	1228	2239	1157	1225	1433
PRKRIP1	26	16	23	39	44	56
PRKRIR	1485	1371	2577	2506	2506	2898
PRKX	684	603	1231	430	446	472
PRKXP1	550	413	743	289	268	391
PRKY	328	297	718	1337	1351	1615
PRLR	0	0	0	17	18	21
PRMT1	6021	5174	7942	6580	5995	9018
PRMT10	286	290	464	536	539	706
PRMT2	3335	2994	4863	4263	4051	5705
PRMT3	1250	1283	2389	1037	1005	1221
PRMT5	5723	5033	8626	5998	5768	7941
PRMT6	539	490	799	652	632	859
PRMT7	1042	871	1352	1193	1106	1469
PRMT8	4	2	4	0	0	0
PRNP	16024	14864	28029	20858	20666	26920
PROB1	91	98	102	202	184	291
PROC	48	36	61	35	34	53
PROCA1	76	57	124	65	77	95
PROCR	2179	1860	2933	3918	3662	5222
PRODH	776	620	882	31	29	31
PROKR1	3	4	2	8	7	4
PROM2	5259	4424	6553	144	131	193
PRORSD1P	49	37	108	115	123	119
PROS1	347	334	577	376	351	428
PROSAPIP1	240	218	295	610	527	751
PROSC	1449	1310	2419	1548	1533	1943
PROSER1	2130	1895	3218	2291	2132	2750
PROSER2	1504	1217	2030	8788	7772	11084
PROSER2-AS1	28	18	61	126	121	187
PROX1	1	4	8	38	26	29
PROX2	46	30	94	136	156	181
PROZ	18	10	24	22	18	37
PRPF18	812	736	1422	939	969	1118
PRPF19	8499	7270	11346	8200	7883	10883
PRPF3	1917	1684	2914	2893	2786	3563
PRPF31	3011	2615	3988	3769	3382	5125
PRPF38A	1930	1835	3435	2284	2270	2908
PRPF38B	3302	2862	5383	4292	3934	4623
PRPF39	1092	1023	1986	1374	1337	1590
PRPF4	3322	3040	5286	4754	4487	5986
PRPF40A	6481	6296	11630	8145	8294	9465
PRPF40B	619	514	842	664	677	1008
PRPF4B	4182	3891	6800	4886	4838	5868
PRPF6	7265	6034	9494	8977	8429	12369
PRPF8	16542	14316	22794	18423	17783	25193
PRPH	0	4	6	1	1	2
PRPH2	0	0	3	2	1	2
PRPS1	1182	1058	1722	2594	2577	3414
PRPS1L1	7	7	16	26	20	26
PRPS2	1753	1591	3028	1433	1440	1712
PRPSAP1	1203	1069	1888	1246	1190	1573
PRPSAP2	846	699	1444	698	703	942
PRR11	4444	3905	9079	4864	4754	5371
PRR12	1771	1427	1903	2555	2181	3501
PRR13	1838	1674	3171	2570	2439	2998
PRR14	1469	1170	1759	1773	1580	2296
PRR14L	1849	1700	2961	1717	1633	2098
PRR15	256	206	292	33	34	36
PRR15L	130	102	187	3	5	2
PRR16	4	0	5	51	51	68
PRR18	1	1	1	18	12	8
PRR19	45	39	54	19	26	31
PRR22	217	144	239	150	130	212
PRR24	218	168	243	244	239	351
PRR3	283	248	480	674	622	820
PRR5	195	154	203	177	134	177
PRR5L	86	66	119	1902	1887	2423
PRR7	641	536	450	419	313	438
PRR7-AS1	99	65	128	57	80	103
PRRC1	3069	2885	5075	7506	7484	9211
PRRC2A	14319	11830	17433	16877	15614	21963
PRRC2B	12232	10406	15587	13753	12707	18130
PRRC2C	11566	10294	17417	12682	11530	15167
PRRG1	675	652	1130	623	633	725
PRRG2	343	310	466	78	71	88
PRRG4	3140	3035	5700	172	170	227
PRRT1	81	68	90	77	73	90
PRRT2	60	53	82	65	60	57
PRRT3	171	148	205	120	89	155
PRRT4	184	163	199	14	10	17
PRSS12	1022	862	1511	114	101	152
PRSS16	857	699	1090	233	231	252
PRSS22	231	172	269	8	11	7
PRSS23	716	638	1331	5470	5188	6848
PRSS27	38	35	44	39	24	49
PRSS3	327	261	421	838	759	1031
PRSS30P	5	3	7	3	0	0
PRSS35	0	0	1	3	8	6
PRSS36	45	22	55	19	20	30
PRSS53	119	98	143	276	262	415
PRSS8	2433	1882	3103	467	418	751
PRTFDC1	20	23	64	70	77	89
PRTG	3	0	4	3	5	2
PRUNE	1077	974	1652	1022	1000	1230
PRUNE2	15	9	14	198	212	275
PRX	137	115	166	196	172	256
PSAP	39248	33918	52195	45178	43079	61755
PSAPL1	46	28	52	0	0	0
PSAT1	3696	3457	7057	1143	1149	1419
PSCA	69	57	92	46	28	50
PSD	17	14	29	15	6	18
PSD3	2316	2195	3632	1616	1624	2003
PSD4	1720	1524	2186	3703	3498	4922
PSEN1	3836	3625	6309	3909	3854	4685
PSEN2	250	187	307	351	316	454
PSENEN	1221	1100	1645	1815	1787	2330
PSG4	7	1	5	139	154	177
PSG5	0	0	0	6	6	4
PSIMCT-1	476	401	795	491	501	671
PSIP1	4538	3852	7605	4827	4639	5205
PSKH1	1679	1403	2026	1894	1789	2647
PSMA1	4141	4008	7489	5845	6070	7492
PSMA2	3337	3169	6145	4897	4792	5763
PSMA3	3474	3212	6438	3377	3402	3995
PSMA4	5565	5203	10421	6827	6830	7638
PSMA5	3281	3038	5629	3943	3945	5135
PSMA6	3387	3238	5943	4667	4754	5879
PSMA7	11234	9565	14828	16088	15308	21638
PSMB1	5575	5119	9644	8071	7800	9871
PSMB10	1450	1185	1707	723	666	1073
PSMB2	7395	6492	10936	9200	8774	10847
PSMB3	3823	3580	5572	5349	5076	6862
PSMB4	8198	7235	11695	9911	9654	12855
PSMB5	5929	5136	8531	6793	6620	8677
PSMB6	3882	3354	5734	4958	4856	6644
PSMB7	4024	3379	6096	4975	4947	6856
PSMB8	2634	2337	3538	1089	1044	1389
PSMB9	795	747	1271	114	113	191
PSMC1	210	206	310	347	496	407
PSMC2	2976	2777	5189	4768	4635	5968
PSMC3	5315	4760	8092	7941	7567	10355
PSMC3IP	240	225	362	695	596	824
PSMC4	3741	3209	5090	5299	4907	6758
PSMC5	5890	5208	9420	6673	6395	8299
PSMC6	942	942	1841	1381	1382	1605
PSMD1	5128	4710	8819	7679	7340	9232
PSMD10	1247	1193	2202	1620	1573	1979
PSMD11	3440	3078	5297	3980	3699	4748
PSMD12	2027	2036	3868	3055	3162	3921
PSMD13	4178	3806	6759	6705	6585	8868
PSMD14	2791	2645	5142	5526	5694	6661
PSMD2	9457	8302	14246	45883	44006	60305
PSMD3	5669	4881	7532	9306	8544	12433
PSMD4	2576	2301	3857	3690	3359	4824
PSMD5	2745	2637	5239	2906	2817	3378
PSMD6	3245	2870	5338	4047	3920	4913
PSMD6-AS2	109	90	170	131	144	153
PSMD7	4969	4380	7797	6576	6341	8694
PSMD8	6585	5734	8960	8440	8047	11192
PSMD9	2302	1944	3445	2888	2711	3684
PSME1	7738	6894	11514	3171	2913	3942
PSME2	3304	3124	5793	1733	1666	2175
PSME3	8248	7404	12543	11284	10996	14001
PSME4	5291	4929	8797	4733	4724	5885
PSMF1	7203	6094	9656	7597	7116	10380
PSMG1	1807	1689	3207	2050	2037	2458
PSMG2	2010	1928	3436	2042	2104	2457
PSMG3	1082	868	1505	1638	1471	2146
PSMG3-AS1	244	237	337	327	274	393
PSMG4	423	337	557	442	400	608
PSORS1C1	24	25	44	88	64	101
PSORS1C2	3	4	17	26	29	33
PSORS1C3	7	13	12	6	4	16
PSPC1	1703	1429	2759	1422	1320	1685
PSPH	1111	1040	1826	824	850	1106
PSPN	13	8	10	10	5	13
PSRC1	1830	1608	2676	1049	977	1439
PSTK	318	306	486	357	366	436
PSTPIP1	41	36	57	73	47	67
PSTPIP2	1376	1301	2323	388	341	519
PTAFR	2499	2297	3527	64	72	102
PTAR1	2808	2795	4765	4129	4333	4921
PTBP1	17933	15690	22664	23140	20777	30635
PTBP2	282	293	620	608	618	615
PTBP3	8523	8296	15100	6564	6647	7290
PTCD1	4	3	4	4	2	1
PTCD2	547	511	954	583	553	727
PTCD3	2799	2612	5116	2282	2052	2701
PTCH1	223	194	327	428	417	588
PTCH2	29	24	43	31	25	49
PTCHD2	71	59	99	45	39	76
PTCHD3	12	6	10	0	1	3
PTCHD3P1	549	537	788	995	997	1300
PTCHD4	77	72	102	29	27	30
PTDSS1	3781	3515	5488	3682	3456	4633
PTDSS2	1263	1053	1592	2473	2266	3246
PTEN	2332	2261	3997	1462	1439	1653
PTENP1	496	507	768	306	338	407
PTER	551	519	943	535	483	629
PTGDR2	1	2	4	8	7	9
PTGER1	4	4	2	10	10	14
PTGER2	12	14	25	41	30	62
PTGER4	1536	1345	2410	61	52	48
PTGER4P2-CDK2AP2P2	3	1	6	16	7	15
PTGES	5143	4394	6082	514	440	637
PTGES2	3491	2960	4285	3500	3221	4698
PTGES3	6274	5968	11115	8002	8037	9507
PTGES3L	1	2	4	7	6	5
PTGFR	10	11	22	39	44	81
PTGFRN	7173	6377	10874	7257	7116	9670
PTGIR	0	1	1	302	266	358
PTGR1	7332	6760	12482	5573	5466	6704
PTGR2	693	631	1309	433	440	555
PTGS1	1015	877	1406	592	589	870
PTGS2	557	586	1362	822	803	869
PTH1R	5	1	2	5	1	6
PTHLH	2920	2622	4122	3408	3211	4561
PTK2	4511	4144	7163	5694	5713	7082
PTK2B	5190	4383	6538	9236	8811	12906
PTK6	1203	962	1541	923	870	1355
PTK7	6663	5755	8352	8574	8081	11991
PTMA	23843	19087	27663	16353	13562	18544
PTMS	15018	11114	16107	14996	12149	14232
PTN	4	14	12	16	13	18
PTOV1	2752	2338	3700	4361	4045	6142
PTOV1-AS1	362	336	568	572	603	752
PTP4A1	21870	21341	39157	10311	10406	12365
PTP4A2	5383	5043	9049	6886	6534	7417
PTP4A3	11	10	14	25	31	35
PTPDC1	623	630	1143	1314	1338	1756
PTPLA	179	160	273	563	502	645
PTPLAD1	2764	2585	5055	5797	5531	6880
PTPLAD2	578	568	1030	690	578	879
PTPLB	1319	1338	2340	626	631	701
PTPMT1	1104	942	1511	1730	1556	2198
PTPN1	9459	8334	12981	18696	17484	24307
PTPN11	5988	5438	9782	8528	8551	10294
PTPN12	3305	3186	5800	7733	7950	9708
PTPN13	5699	5445	9320	1556	1598	1887
PTPN14	7434	6852	12768	6874	6657	8763
PTPN18	2005	1683	2659	2992	2734	3678
PTPN2	1672	1645	3047	1363	1391	1675
PTPN21	780	699	1143	2001	1978	2599
PTPN22	1	1	2	71	77	91
PTPN23	3321	2707	3970	3229	2881	4601
PTPN3	4861	4384	7744	3550	3414	4562
PTPN4	1013	1066	1919	637	650	718
PTPN6	2082	1650	2504	1252	1152	1840
PTPN9	2054	1807	3015	3217	3066	4088
PTPRA	5156	4633	7990	6029	5819	8068
PTPRB	36	36	70	170	149	218
PTPRCAP	44	41	42	74	44	95
PTPRD	2	1	2	3	1	9
PTPRE	3357	2964	4946	8606	8048	10742
PTPRF	16529	13939	19803	23109	21619	33306
PTPRG	1113	1037	1639	3153	2882	3969
PTPRG-AS1	34	35	80	110	122	163
PTPRH	30	22	48	10	9	15
PTPRJ	36	30	76	831	872	1063
PTPRK	3918	3674	6394	23883	23036	30817
PTPRM	3268	3002	4970	6806	6455	9106
PTPRN	0	1	2	26	28	43
PTPRN2	30	8	35	69	69	113
PTPRO	4	5	8	17	14	25
PTPRR	0	0	0	33	39	31
PTPRS	1059	890	1142	807	704	1093
PTPRU	2987	2567	3422	3003	2791	4248
PTPRZ1	1011	992	1550	91	109	126
PTRF	22182	18677	27592	28035	25611	35900
PTRH1	590	486	649	966	827	1301
PTRH2	1222	1087	2060	1317	1328	1612
PTRHD1	1094	895	1420	763	790	1061
PTS	788	769	1303	1519	1456	1710
PTTG1	4644	4192	8378	2893	2904	3537
PTTG1IP	6345	5616	9291	17346	16539	22174
PTTG2	109	92	125	58	52	57
PTTG3P	218	201	409	167	156	194
PTX3	24	20	20	245	280	341
PUF60	6042	4914	7446	7295	6564	10216
PUM1	5174	4685	7829	5285	5100	6758
PUM2	5509	5108	9070	4827	5048	5835
PURA	1563	1395	2271	1902	1886	2330
PURB	3487	3219	5996	4344	4179	4988
PUS1	851	698	1167	864	762	1201
PUS10	263	267	521	221	247	286
PUS3	498	467	747	568	562	674
PUS7	851	817	1618	687	704	865
PUS7L	440	516	758	430	433	515
PUSL1	477	416	478	873	651	1099
PVR	2521	2092	3581	8771	8261	11553
PVRIG	104	90	110	145	117	197
PVRL1	15991	13240	19134	7317	6585	10275
PVRL2	2242	1843	2587	2604	2363	3634
PVRL3	171	137	298	1285	1350	1517
PVRL3-AS1	2	1	11	4	8	5
PVRL4	211	177	407	378	388	516
PVT1	391	348	628	448	412	571
PWP1	2312	2051	3910	2995	3038	3839
PWP2	2253	1919	3060	2335	2213	3334
PWWP2A	813	771	1402	2083	2097	2492
